timestamp,relativeHumidity,airTemp,rainfall,speedWind,dirWind,radiationSolar,rawSolarValue,fluxSolar
2023-03-18 12:00,73.4,20.46,0,0,319.1,155.1,5.978,0.0465216
2023-03-18 12:15,83.2,18.23,0,1.351,146.2,62.85,2.423,0.0565647
2023-03-18 12:30,89.6,15.86,0,1.185,81.7,39,1.503,0.0350967
2023-03-18 12:45,94.6,15.09,3.048,0.542,131.9,84.8,3.27,0.0763353
2023-03-18 13:00,95.8,14.96,2.286,0.445,46.25,217.8,8.39,0.1959801
2023-03-18 13:15,94.3,15.31,0,0.691,36.91,268.4,10.35,0.2415903
2023-03-18 13:30,91,15.8,0,0.327,0.069,208.1,8.02,0.1873134
2023-03-18 13:45,92.8,16.16,0.508,0.19,117.7,204,7.866,0.1836297
2023-03-18 14:00,93.4,16.22,0,0.209,43.21,221.9,8.55,0.1997151
2023-03-18 14:15,91.7,16.39,0,0,46.38,188.5,7.269,0.1696941
2023-03-18 14:30,92.8,16.47,0,0,237.7,147.4,5.683,0.1326624
2023-03-18 14:45,90.2,16.53,0,0.073,55.53,175.4,6.763,0.157878
2023-03-18 15:00,91.9,16.48,0,0.243,130.4,155,5.977,0.1395243
2023-03-18 15:15,89.4,16.43,0,0.09,53.77,147.1,5.671,0.1323978
2023-03-18 15:30,92.9,16.29,0,0.362,52.39,184.3,7.104,0.1658373
2023-03-18 15:45,91,16.58,0,0.519,141.1,226,8.71,0.2033595
2023-03-18 16:00,92.3,16.51,0,0.233,140.6,108.8,4.196,0.0979518
2023-03-18 16:15,92,16.28,0,0.177,99.7,100.6,3.876,0.090498
2023-03-18 16:30,92.4,16.1,0,0.335,122.2,140.4,5.414,0.1263903
2023-03-18 16:45,91.3,16.28,0,0.314,130.8,252.2,9.72,0.2269602
2023-03-18 17:00,84.6,16.82,0,0.283,44.76,287.1,11.07,0.2583834
2023-03-18 17:15,83.5,17.56,0,0.255,128.5,239.2,9.22,0.2152416
2023-03-18 17:30,83.9,17.17,0,0.235,127.1,86.2,3.324,0.0776118
2023-03-18 17:45,88.5,16.69,0,0,19.94,35.89,1.384,0.0323043
2023-03-18 18:00,89.6,16.27,0,0,291,15.54,0.599,0.0139866
2023-03-18 18:15,91.7,16.08,0,0,315.9,2.684,0.103,0.0024153
2023-03-18 18:30,92.5,15.93,0,0.174,148,-0.054,-0.002,-4.89E-05
2023-03-18 18:45,93.3,15.88,0,0.349,137.7,-0.439,-0.017,-0.0003954
2023-03-18 19:00,93.8,15.64,0,0,139.4,-0.581,-0.022,-0.0005232
2023-03-18 19:15,94.3,15.3,0,0.278,141.8,-0.756,-0.029,-0.0006807
2023-03-18 19:30,95.3,15.06,0,0.197,130.5,-0.311,-0.012,-0.0002796
2023-03-18 19:45,95.3,14.99,0,0.323,74.72,-0.727,-0.028,-0.000654
2023-03-18 20:00,95.8,14.8,0,0.154,136.6,-0.366,-0.014,-0.0003297
2023-03-18 20:15,96.2,14.69,0,0,130.1,-0.227,-0.009,-0.000204
2023-03-18 20:30,96.8,14.71,0,0,111.2,-0.254,-0.01,-0.0002286
2023-03-18 20:45,96.8,14.62,0,0,108,-0.334,-0.013,-0.0003003
2023-03-18 21:00,97.1,14.49,0,0,114.5,-0.436,-0.017,-0.0003921
2023-03-18 21:15,97.6,14.31,0,0,114.5,-0.335,-0.013,-0.0003015
2023-03-18 21:30,98,14.24,0,0,113,-0.34,-0.013,-0.0003063
2023-03-18 21:45,98,14.12,0,0,113,-0.42,-0.016,-0.000378
2023-03-18 22:00,97.9,13.92,0,0,113,-0.466,-0.018,-0.0004197
2023-03-18 22:15,98,13.8,0,0,97.8,-0.67,-0.026,-0.000603
2023-03-18 22:30,98.4,13.55,0,0,97.7,-0.49,-0.019,-0.0004407
2023-03-18 22:45,98.6,13.48,0,0,95.1,-0.405,-0.015,-0.0003642
2023-03-18 23:00,98.4,13.06,0,0,95.1,-0.563,-0.022,-0.0005067
2023-03-18 23:15,98.6,12.77,0,0,95.1,-0.383,-0.015,-0.0003444
2023-03-18 23:30,98.6,12.75,0,0,95.1,-0.211,-0.008,-0.0001902
2023-03-18 23:45,99,12.68,0,0,95.1,-0.244,-0.009,-0.0002193
2023-03-19 00:00,99.2,12.71,0,0,102.2,-0.442,-0.017,-0.0003975
2023-03-19 00:15,99.3,12.77,0,0,77.01,-0.502,-0.019,-0.0004521
2023-03-19 00:30,99.1,12.57,0,0,77,-0.548,-0.021,-0.0004929
2023-03-19 00:45,99.1,12.37,0,0,77,-0.209,-0.008,-0.0001878
2023-03-19 01:00,99.2,12.27,0,0,76.99,-0.179,-0.007,-0.0001608
2023-03-19 01:15,99.3,12.27,0,0,77.01,-0.339,-0.013,-0.0003051
2023-03-19 01:30,99.3,12.17,0,0,89.3,-0.113,-0.004,-0.0001017
2023-03-19 01:45,99.6,12.37,0,0,52.12,-0.05,-0.002,-4.53E-05
2023-03-19 02:00,99.6,12.44,0,0,52.11,-0.102,-0.004,-9.18E-05
2023-03-19 02:15,99.7,12.54,0,0,44.93,-0.139,-0.005,-0.0001251
2023-03-19 02:30,99.8,12.71,0,0,44.93,-0.112,-0.004,-0.0001008
2023-03-19 02:45,99.8,12.69,0,0,44.93,-0.152,-0.006,-0.0001368
2023-03-19 03:00,99.7,12.51,0,0,0.035,-0.103,-0.004,-9.27E-05
2023-03-19 03:15,99.6,12.38,0,0,1.999,-0.118,-0.004,-0.0001065
2023-03-19 03:30,99.6,12.25,0,0,2.101,-0.135,-0.005,-0.0001218
2023-03-19 03:45,99.5,12.13,0,0,6.352,-0.143,-0.005,-0.0001287
2023-03-19 04:00,99.6,12.06,0,0,3.663,-0.101,-0.004,-9.06E-05
2023-03-19 04:15,99.7,12.1,0,0,3.124,-0.059,-0.002,-5.31E-05
2023-03-19 04:30,99.8,12.13,0,0,10.95,-0.076,-0.003,-6.87E-05
2023-03-19 04:45,99.7,11.92,0,0.248,16.65,-0.132,-0.005,-0.0001185
2023-03-19 05:00,99.8,11.85,0,0.111,130.7,-0.099,-0.004,-8.91E-05
2023-03-19 05:15,99.6,11.65,0,0.127,42.57,-0.122,-0.005,-0.0001101
2023-03-19 05:30,99.7,11.51,0,0.096,344.1,-0.089,-0.003,-8.01E-05
2023-03-19 05:45,99.8,11.56,0,0,348.8,-0.128,-0.005,-0.0001149
2023-03-19 06:00,99.9,11.59,0,0,348.8,0.689,0.027,0.0006204
2023-03-19 06:15,100,11.58,0,0,304.8,6.728,0.259,0.0060552
2023-03-19 06:30,99.9,11.55,0,0,310.3,19.72,0.76,0.0177504
2023-03-19 06:45,100,11.65,0,0.086,2.306,28.1,1.083,0.0252879
2023-03-19 07:00,100,11.76,0,0,0.076,62.84,2.423,0.0565599
2023-03-19 07:15,100,11.94,0,0,29.13,74.21,2.861,0.0667911
2023-03-19 07:30,100,12.36,0.254,0.07,30.99,81.8,3.154,0.0736416
2023-03-19 07:45,100,12.75,0,0.07,40.59,123.9,4.778,0.1115313
2023-03-19 08:00,100,13.01,0,0.079,99,122,4.702,0.1097577
2023-03-19 08:15,100,13.06,0,0.242,16.46,178.2,6.871,0.1603968
2023-03-19 08:30,100,13.39,0,0.097,178.4,222.5,8.58,0.2002278
2023-03-19 08:45,100,13.17,0,0.387,313,225.4,8.69,0.2028669
2023-03-19 09:00,100,14.34,0,0,258.9,338.6,13.05,0.3047463
2023-03-19 09:15,99.8,14.18,0,0.177,169.9,327.3,12.62,0.2946117
2023-03-19 09:30,99.9,15.29,0,0.281,227.6,751.5,28.97,0.6763761
2023-03-19 09:45,94.5,16.76,0,0.472,147.3,680.7,26.24,0.6126219
2023-03-19 10:00,79.59,18.37,0,0.553,210.2,632.3,24.38,0.5691102
2023-03-19 10:15,72.4,19.37,0,0.846,199.4,995,38.35,0.8953305
2023-03-19 10:30,75.61,19.4,0,0.756,92,829,31.98,0.746505
2023-03-19 10:45,67.29,20.81,0,0.483,134,1154,44.47,1.038241
2023-03-19 11:00,66.6,21.37,0,0.624,113.5,914,35.23,0.8223927
2023-03-19 11:15,70,21.04,0,1.022,123.9,1016,39.16,0.9141249
2023-03-19 11:30,66.44,20.99,0,1.306,222.5,986,38.01,0.8873749
2023-03-19 11:45,69.36,20.17,0,0.974,129.8,913,35.19,0.8215497
2023-03-19 12:00,69.34,21.37,0,1.44,149.9,1063,40.96,0.9562527
2023-03-19 12:15,70.31,21.2,0,2.01,191.5,1194,46.04,1.074735
2023-03-19 12:30,67.94,21.5,0,1.964,127.1,942,36.33,0.8481444
2023-03-19 12:45,70.62,20.69,0,2.076,122.5,370.1,14.27,0.3331308
2023-03-19 13:00,71.03,20.43,0,1.592,88.7,1167,45.01,1.050692
2023-03-19 13:15,72.61,20.69,0,1.88,148.9,254.3,9.8,0.2288667
2023-03-19 13:30,71.38,20.36,0,2.421,86,1122,43.27,1.010119
2023-03-19 13:45,70.58,20.34,0,2.321,186.7,772.8,29.79,0.69549
2023-03-19 14:00,72.72,20.72,0,2.418,192.7,1023,39.43,0.9205728
2023-03-19 14:15,73.8,20.57,0,2.642,133.6,888,34.24,0.7992781
2023-03-19 14:30,73.22,20.42,0,2.967,89.5,602.5,23.23,0.5422422
2023-03-19 14:45,72.7,20.44,0,1.899,171,906,34.92,0.8151918
2023-03-19 15:00,73.15,20.42,0,1.913,208.6,552.2,21.29,0.496953
2023-03-19 15:15,75.96,20.12,0,2.97,188,824,31.75,0.7413171
2023-03-19 15:30,79.47,19.49,0,3.246,146.7,734.5,28.32,0.6610221
2023-03-19 15:45,75.98,19.52,0,1.67,156.5,626.8,24.16,0.5640813
2023-03-19 16:00,74.88,19.57,0,2.536,191.9,488.9,18.85,0.4399791
2023-03-19 16:15,76.41,19.31,0,1.737,107.7,331.3,12.77,0.2982039
2023-03-19 16:30,79.3,18.8,0,1.788,131,306,11.8,0.2753628
2023-03-19 16:45,82.2,18.66,0,2.283,136,359.9,13.88,0.3239193
2023-03-19 17:00,86.1,17.54,0,1.767,191.2,52.93,2.04,0.0476325
2023-03-19 17:15,86.9,16.95,0,1.696,141.2,28.14,1.085,0.0253272
2023-03-19 17:30,88.7,16.67,0,1.391,96.1,16.52,0.637,0.0148641
2023-03-19 17:45,90.4,16.42,0,1.201,133.7,12.84,0.495,0.0115593
2023-03-19 18:00,91.4,16.24,0,0.879,127.8,10.21,0.394,0.0091848
2023-03-19 18:15,91.9,16.08,0,0.792,63.83,2.43,0.094,0.002187
2023-03-19 18:30,90.8,15.93,0,0.461,133.9,-0.554,-0.021,-0.0004986
2023-03-19 18:45,91.8,15.76,0,0.377,136.8,-0.931,-0.036,-0.0008382
2023-03-19 19:00,92.7,15.39,0,0,97.2,-0.747,-0.029,-0.0006726
2023-03-19 19:15,93.6,15.25,0,0,37.86,-0.468,-0.018,-0.0004209
2023-03-19 19:30,94.7,15.08,0,0,35.9,-0.283,-0.011,-0.000255
2023-03-19 19:45,95.2,14.78,0,0,35.9,-0.487,-0.019,-0.0004383
2023-03-19 20:00,96.5,14.62,0,0,35.89,-0.416,-0.016,-0.0003747
2023-03-19 20:15,96.7,14.42,0,0,35.91,-0.661,-0.026,-0.0005949
2023-03-19 20:30,96.9,14.1,0,0,35.9,-0.495,-0.019,-0.0004452
2023-03-19 20:45,97.1,13.72,0,0,35.9,-0.665,-0.026,-0.0005982
2023-03-19 21:00,98,13.72,0,0,37.07,-0.597,-0.023,-0.000537
2023-03-19 21:15,98.1,13.68,0,0,37.07,-0.6,-0.023,-0.0005403
2023-03-19 21:30,98.3,13.3,0,0.086,344.1,-0.442,-0.017,-0.0003975
2023-03-19 21:45,98.4,13.3,0,0,37.91,-0.428,-0.017,-0.0003852
2023-03-19 22:00,98.6,13.29,0,0,24.84,-0.256,-0.01,-0.0002307
2023-03-19 22:15,98.7,13.24,0,0,24.79,-0.204,-0.008,-0.0001833
2023-03-19 22:30,98.9,13.41,0,0,24.83,-0.066,-0.003,-5.91E-05
2023-03-19 22:45,98.8,13.51,0,0,24.83,-0.353,-0.014,-0.000318
2023-03-19 23:00,98.8,13.34,0,0,24.82,-0.603,-0.023,-0.000543
2023-03-19 23:15,99,13.37,0,0,9.15,-0.528,-0.02,-0.0004755
2023-03-19 23:30,98.8,13.11,0,0,9.15,-0.297,-0.011,-0.000267
2023-03-19 23:45,99.1,13.14,0,0,9.14,-0.152,-0.006,-0.0001368
2023-03-20 00:00,99.2,13.38,0,0,10.06,-0.23,-0.009,-0.0002067
2023-03-20 00:15,99.1,13.21,0,0,10.07,-0.418,-0.016,-0.0003759
2023-03-20 00:30,98.8,12.96,0,0,21.52,-0.375,-0.014,-0.0003372
2023-03-20 00:45,99.1,12.83,0,0,15.53,-0.227,-0.009,-0.0002043
2023-03-20 01:00,99.4,13.18,0,0,15.56,-0.073,-0.003,-6.60E-05
2023-03-20 01:15,99.5,13.35,0,0,15.55,-0.171,-0.007,-0.0001542
2023-03-20 01:30,99.4,13.23,0,0,15.54,-0.156,-0.006,-0.0001401
2023-03-20 01:45,99.5,13.37,0,0,15.54,-0.07,-0.003,-6.27E-05
2023-03-20 02:00,99.5,13.44,0,0,15.53,-0.109,-0.004,-9.84E-05
2023-03-20 02:15,99.5,13.38,0,0,15.01,-0.093,-0.004,-8.34E-05
2023-03-20 02:30,99.5,13.41,0,0.085,18.28,-0.106,-0.004,-9.51E-05
2023-03-20 02:45,99.4,13.26,0,0.393,111.4,-0.084,-0.003,-7.56E-05
2023-03-20 03:00,99.4,13.24,0,0,84.6,-0.116,-0.004,-0.0001044
2023-03-20 03:15,99.5,13.25,0,0,95.3,-0.196,-0.007,-0.0001761
2023-03-20 03:30,99.4,13.04,0,0,95.3,-0.41,-0.016,-0.0003687
2023-03-20 03:45,99.4,12.9,0,0,95.1,-0.256,-0.01,-0.0002307
2023-03-20 04:00,99.4,12.82,0,0,95.1,-0.318,-0.012,-0.0002865
2023-03-20 04:15,99.6,12.86,0,0,93,-0.269,-0.011,-0.0002424
2023-03-20 04:30,99.6,12.75,0,0,65.62,-0.135,-0.005,-0.0001218
2023-03-20 04:45,99.6,12.6,0,0,27.15,-0.183,-0.007,-0.0001647
2023-03-20 05:00,99.6,12.63,0,0,337.5,-0.076,-0.003,-6.84E-05
2023-03-20 05:15,99.7,12.73,0,0,332.6,-0.089,-0.003,-7.98E-05
2023-03-20 05:30,99.8,12.78,0,0,342.9,-0.066,-0.003,-5.91E-05
2023-03-20 05:45,99.8,12.76,0,0,342.9,-0.091,-0.004,-8.22E-05
2023-03-20 06:00,99.8,12.69,0,0,335.3,0.2,0.008,0.0001797
2023-03-20 06:15,99.8,12.74,0,0,335.3,2.956,0.114,0.0026601
2023-03-20 06:30,99.8,12.75,0,0,330.2,11.07,0.427,0.0099606
2023-03-20 06:45,99.8,12.61,0,0.173,349.6,16.81,0.648,0.0151287
2023-03-20 07:00,99.9,12.72,0,0,25.41,30.05,1.158,0.0270423
2023-03-20 07:15,99.8,12.6,0,0.27,139.1,61.64,2.376,0.0554724
2023-03-20 07:30,100,12.91,0,0.07,143.6,102.7,3.959,0.0924252
2023-03-20 07:45,100,13.04,0,0,51.57,157.5,6.072,0.1417497
2023-03-20 08:00,100,13.51,0,0,207.9,177.2,6.833,0.1595085
2023-03-20 08:15,100,13.71,0,0,236.9,178,6.863,0.1602144
2023-03-20 08:30,100,14.13,0,0.081,232.7,281.6,10.86,0.2534148
2023-03-20 08:45,99.8,14.5,0,0.073,227.3,390.1,15.04,0.3510903
2023-03-20 09:00,98.4,15,0,0.081,128.2,435.6,16.79,0.3920115
2023-03-20 09:15,88,16.02,0,0.217,199.1,498.9,19.23,0.4489866
2023-03-20 09:30,84.2,17.66,0,0.241,68.15,744,28.68,0.6696363
2023-03-20 09:45,73.35,18.59,0,0.439,140.2,754.6,29.09,0.6791811
2023-03-20 10:00,71.78,19.72,0,0,24.75,703.4,27.12,0.6331032
2023-03-20 10:15,67.89,20.75,0,0.727,129.9,945,36.42,0.8501202
2023-03-20 10:30,69.36,20.35,0,0.905,164.8,715.3,27.57,0.6437271
2023-03-20 10:45,74.98,19.63,0,0.283,142.4,351.4,13.55,0.3162699
2023-03-20 11:00,70.28,19.85,0,0.687,134.9,501.4,19.33,0.4512963
2023-03-20 11:15,73.48,19.78,0,1.233,111.5,796.3,30.7,0.7166367
2023-03-20 11:30,64.65,21.38,0,0.803,154.4,580.2,22.37,0.5221512
2023-03-20 11:45,70.96,20.61,0,1.036,194.3,606.6,23.39,0.5459745
2023-03-20 12:00,68.32,20.58,0,1.027,103.4,624.9,24.09,0.5624184
2023-03-20 12:15,72.34,20.94,0,1.203,163.7,828,31.94,0.7455298
2023-03-20 12:30,66.41,22.26,0,0.723,95.6,866,33.38,0.7792929
2023-03-20 12:45,66.03,22.18,0,1.124,131.2,647.8,24.97,0.5829915
2023-03-20 13:00,68.74,21.07,0,1.268,95.3,450,17.35,0.4050354
2023-03-20 13:15,70.83,20.94,0,1.889,160.1,703.8,27.13,0.6334638
2023-03-20 13:30,71.57,20.98,0,1.898,106.8,750.3,28.93,0.6752715
2023-03-20 13:45,69.81,20.73,0,2.482,140.6,720.8,27.79,0.6487467
2023-03-20 14:00,71.42,20.54,0,1.673,170.3,678.9,26.17,0.6109878
2023-03-20 14:15,70.21,20.52,0,2.334,152.2,706.6,27.24,0.6359385
2023-03-20 14:30,74.65,20.44,0,2.144,177.5,480.6,18.53,0.4325532
2023-03-20 14:45,74.39,19.93,0,2.348,135.1,618.4,23.84,0.5565303
2023-03-20 15:00,74.12,19.81,0,2.771,209.9,475.1,18.32,0.4275681
2023-03-20 15:15,72.93,20.2,0,1.223,117.9,635.2,24.49,0.5716918
2023-03-20 15:30,69.51,21.09,0,1.42,164.4,774.9,29.87,0.6974289
2023-03-20 15:45,74.5,21.35,0,1.814,151.5,642.7,24.78,0.5784468
2023-03-20 16:00,76.81,20.16,0,2.213,131.9,462.7,17.84,0.4164273
2023-03-20 16:15,77.39,19.82,0,1.731,186.3,397.7,15.33,0.3579597
2023-03-20 16:30,82.1,19.06,0,2.129,115.9,262.9,10.13,0.236565
2023-03-20 16:45,81.8,18.87,0,2.105,146.8,287.2,11.07,0.2584737
2023-03-20 17:00,81.9,18.76,0,1.515,124.4,264.1,10.18,0.237663
2023-03-20 17:15,82.9,18.47,0,1.654,133.8,156.5,6.033,0.1408374
2023-03-20 17:30,85.3,17.95,0,2.251,199.4,107,4.123,0.09626131
2023-03-20 17:45,87.2,17.53,0,1.675,148.5,39.33,1.516,0.0353934
2023-03-20 18:00,88.2,17.08,0,1.721,124.6,13.62,0.525,0.0122553
2023-03-20 18:15,89.6,16.68,0,0.903,120.1,2.688,0.104,0.0024189
2023-03-20 18:30,91,16.39,0,1.228,161.1,-0.165,-0.006,-0.0001485
2023-03-20 18:45,92.7,16.04,0,0.716,136,-0.893,-0.034,-0.000804
2023-03-20 19:00,93.3,15.99,0,1.002,183.1,-0.665,-0.026,-0.0005985
2023-03-20 19:15,92.5,16.14,0,1.243,138.5,-1.046,-0.041,-0.0009414
2023-03-20 19:30,93.5,15.92,0,1.137,129.6,-0.758,-0.029,-0.0006819
2023-03-20 19:45,93.7,15.75,0,0.47,140.5,-0.827,-0.032,-0.0007443
2023-03-20 20:00,94.2,15.48,0,0.772,155,-0.814,-0.031,-0.0007326
2023-03-20 20:15,94.8,15.3,0,0.508,134.5,-0.84,-0.032,-0.000756
2023-03-20 20:30,95.2,15.21,0,0.547,143.9,-0.811,-0.031,-0.0007296
2023-03-20 20:45,96.4,14.96,0,0.311,177.9,-0.804,-0.031,-0.0007233
2023-03-20 21:00,96.1,14.66,0,0.083,165.3,-0.724,-0.028,-0.0006516
2023-03-20 21:15,97,14.19,0,0,165.3,-0.629,-0.024,-0.0005658
2023-03-20 21:30,97.4,14.2,0,0,175.7,-0.566,-0.022,-0.0005091
2023-03-20 21:45,97.4,13.61,0,0,175.7,-0.455,-0.018,-0.0004092
2023-03-20 22:00,98.5,13.91,0,0,169.8,-0.09,-0.004,-8.13E-05
2023-03-20 22:15,98.8,14.31,0,0,152.6,-0.397,-0.015,-0.0003573
2023-03-20 22:30,98.2,14.02,0,0,161.9,-0.823,-0.032,-0.000741
2023-03-20 22:45,97.7,13.03,0,0,161.9,-0.747,-0.029,-0.0006726
2023-03-20 23:00,98.8,13.34,0,0.073,200.9,-0.073,-0.003,-6.60E-05
2023-03-20 23:15,98.8,13.29,0,0,198.6,-0.072,-0.003,-6.51E-05
2023-03-20 23:30,98.9,13.41,0,0,197.7,-0.072,-0.003,-6.48E-05
2023-03-20 23:45,99.2,13.6,0,0.175,51.88,-0.129,-0.005,-0.0001158
2023-03-21 00:00,99.1,13.57,0,0,34.36,-0.113,-0.004,-0.000102
2023-03-21 00:15,99.1,13.52,0,0,34.36,-0.151,-0.006,-0.0001356
2023-03-21 00:30,99.1,13.43,0,0,41.72,-0.155,-0.006,-0.0001392
2023-03-21 00:45,99.1,13.27,0,0,41.61,-0.143,-0.005,-0.0001287
2023-03-21 01:00,99.1,13.08,0,0.148,47.98,-0.142,-0.005,-0.0001275
2023-03-21 01:15,99.2,13.06,0,0,92.8,-0.082,-0.003,-7.41E-05
2023-03-21 01:30,99,12.73,0,0.507,140.1,-0.152,-0.006,-0.0001368
2023-03-21 01:45,99.2,12.51,0,0.34,135.6,-0.121,-0.005,-0.0001089
2023-03-21 02:00,99.3,12.43,0,0,137.3,-0.138,-0.005,-0.0001242
2023-03-21 02:15,99.3,12.34,0,0.07,141.2,-0.121,-0.004,-0.0001089
2023-03-21 02:30,99.3,12.12,0,0.076,137.9,-0.102,-0.004,-9.15E-05
2023-03-21 02:45,99.3,11.97,0,0,57.95,-0.08,-0.003,-7.17E-05
2023-03-21 03:00,99.3,11.88,0,0,63,-0.112,-0.004,-0.0001011
2023-03-21 03:15,99.4,11.67,0,0.075,33.1,-0.056,-0.002,-5.07E-05
2023-03-21 03:30,99.5,11.8,0,0,83.8,-0.067,-0.002,-6.03E-05
2023-03-21 03:45,99.7,11.88,0,0,73.35,-0.045,-0.002,-4.08E-05
2023-03-21 04:00,99.7,11.94,0,0.078,46.71,-0.114,-0.005,-0.0001023
2023-03-21 04:15,99.7,11.91,0,0,74.93,-0.13,-0.005,-0.0001173
2023-03-21 04:30,99.7,11.81,0,0.076,351.4,-0.07,-0.003,-6.27E-05
2023-03-21 04:45,99.7,11.79,0,0,331.5,-0.088,-0.003,-7.89E-05
2023-03-21 05:00,99.7,11.71,0,0,12.44,-0.108,-0.004,-9.75E-05
2023-03-21 05:15,99.8,11.8,0,0,342,-0.135,-0.005,-0.0001215
2023-03-21 05:30,99.7,11.68,0,0.143,315.3,-0.096,-0.004,-8.67E-05
2023-03-21 05:45,99.7,11.51,0,0.076,331.4,-0.207,-0.008,-0.0001866
2023-03-21 06:00,99.7,11.44,0,0,249.4,0.345,0.013,0.0003108
2023-03-21 06:15,99.7,11.49,0,0,258.1,2.195,0.085,0.0019758
2023-03-21 06:30,99.9,11.57,0,0,256.4,11.35,0.438,0.0102192
2023-03-21 06:45,99.8,11.6,0,0,257.6,21.51,0.829,0.0193569
2023-03-21 07:00,100,11.86,0,0,229.5,45.29,1.746,0.040761
2023-03-21 07:15,100,12.02,0,0.147,16.92,71.55,2.758,0.0643977
2023-03-21 07:30,99.9,11.93,0,0.071,345.1,98.8,3.81,0.0889365
2023-03-21 07:45,99.9,12.2,0,0.236,60.8,125.3,4.832,0.1127979
2023-03-21 08:00,99.7,12.1,0,0.282,175.8,154.6,5.96,0.1391337
2023-03-21 08:15,99.8,12.56,0,0.07,143.3,145,5.589,0.1304811
2023-03-21 08:30,99.7,12.91,0,0.254,46.97,199.4,7.688,0.1794771
2023-03-21 08:45,99.5,13.29,0,0.12,31.49,226.4,8.73,0.2037309
2023-03-21 09:00,98.2,13.63,0,0.174,62.46,262.1,10.1,0.2358867
2023-03-21 09:15,93.2,14.51,0,0.269,108,389.4,15.01,0.3504249
2023-03-21 09:30,88.7,16.42,0,0.292,168.1,709,27.33,0.6380559
2023-03-21 09:45,81.4,16.96,0,0.583,147.7,434.5,16.75,0.3910326
2023-03-21 10:00,72.74,17.95,0,0.28,314,589.3,22.72,0.5303763
2023-03-21 10:15,74.9,17.91,0,0.513,112.6,432,16.65,0.3888132
2023-03-21 10:30,76.8,18.08,0,0.82,123.7,345.2,13.31,0.3107109
2023-03-21 10:45,69.93,19.02,0,0.737,135.2,981,37.82,0.882798
2023-03-21 11:00,68.24,20.19,0,0.94,171.4,915,35.26,0.8232172
2023-03-21 11:15,65.91,19.77,0,1.825,204.6,939,36.21,0.845301
2023-03-21 11:30,67.34,20.25,0,0.892,140.5,851,32.83,0.7663428
2023-03-21 11:45,63,21.37,0,0.81,170.2,586.7,22.62,0.5280318
2023-03-21 12:00,61.58,21.48,0,1.328,60.15,1215,46.85,1.093776
2023-03-21 12:15,62.78,21.36,0,1.387,156.1,829,31.94,0.7457037
2023-03-21 12:30,60.29,21.11,0,1.681,62.07,1166,44.96,1.04951
2023-03-21 12:45,58.99,21.72,0,1.534,133.9,1050,40.48,0.9449514
2023-03-21 13:00,61.03,21.82,0,1.051,142.8,894,34.47,0.804714
2023-03-21 13:15,62.85,21.67,0,1.964,130.6,935,36.05,0.8415636
2023-03-21 13:30,64.03,21.5,0,1.61,160.9,1143,44.06,1.028622
2023-03-21 13:45,68.32,21.26,0,1.762,182.3,690.1,26.61,0.6211053
2023-03-21 14:00,65.21,21.23,0,1.995,151.8,814,31.38,0.7326168
2023-03-21 14:15,65.84,21.3,0,1.783,135,544,20.97,0.4895655
2023-03-21 14:30,62.54,21.15,0,1.752,135.5,686.7,26.47,0.618
2023-03-21 14:45,66.36,21.18,0,2.143,173.9,814,31.38,0.7324941
2023-03-21 15:00,67.99,21.06,0,2.104,197,567.3,21.87,0.5105478
2023-03-21 15:15,68.75,20.52,0,2.332,181.6,612.1,23.6,0.5508636
2023-03-21 15:30,71.69,20.43,0,2.398,184.9,298.6,11.51,0.2687103
2023-03-21 15:45,75.31,19.43,0,2.028,187.7,179.3,6.911,0.1613475
2023-03-21 16:00,71.4,19.66,0,1.318,168.4,540.5,20.84,0.4864521
2023-03-21 16:15,70.67,20.27,0,1.487,145.8,472,18.2,0.4247712
2023-03-21 16:30,74.01,19.94,0,1.682,118.8,407.2,15.7,0.3664836
2023-03-21 16:45,76.99,19.52,0,1.953,138.5,331.8,12.79,0.2985936
2023-03-21 17:00,80.5,19.07,0,2.308,185.7,173.7,6.697,0.1563498
2023-03-21 17:15,82.4,18.38,0,2.553,138.1,129.2,4.981,0.1162704
2023-03-21 17:30,85.7,17.83,0,2.125,153.7,66.12,2.549,0.0595056
2023-03-21 17:45,86.8,17.42,0,1.803,134.1,34.25,1.321,0.0308238
2023-03-21 18:00,89.3,16.94,0,1.706,147.8,14.57,0.562,0.01311
2023-03-21 18:15,89.9,16.64,0,1.739,158.8,2.863,0.11,0.0025767
2023-03-21 18:30,91.1,16.38,0,1.122,180.6,-0.398,-0.015,-0.0003585
2023-03-21 18:45,91,16.5,0,1.416,155.1,-0.714,-0.027,-0.0006423
2023-03-21 19:00,91.3,16.27,0,0.605,190.8,-0.514,-0.02,-0.0004629
2023-03-21 19:15,90.8,16.25,0,1.269,138.6,-0.803,-0.031,-0.0007224
2023-03-21 19:30,91.1,15.99,0,0.477,207,-0.473,-0.018,-0.0004254
2023-03-21 19:45,91.7,15.75,0,0.521,156.7,-0.523,-0.02,-0.000471
2023-03-21 20:00,91.4,15.66,0,1.12,153.1,-1.089,-0.042,-0.0009801
2023-03-21 20:15,93.4,15.3,0,0.518,136.2,-0.947,-0.037,-0.0008523
2023-03-21 20:30,94.4,15,0,0.375,162.2,-0.702,-0.027,-0.0006318
2023-03-21 20:45,94.7,14.73,0,0.124,173.5,-0.625,-0.024,-0.0005625
